year,university,school,degree,Key
2018,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Marine Engineering,664
2018,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Mechanical Design and Manufacturing Engineering,665
2018,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Naval Architecture ^,666
2018,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering ^,667
2018,Singapore Institute of Technology,Newcastle University,Bachelor of Science with Honours in Food and Human Nutrition,668
2018,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Accountancy with Honours,669
2018,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Information Security) ^,670
2018,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Software Engineering),671
2018,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Land),672
2018,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Hospitality Business with Honours,673
2018,Singapore Institute of Technology,SIT-University of Glasgow,Bachelor of Science with Honours in Nursing,674
2018,Singapore Institute of Technology,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Diagnostic Radiography) ^,675
2018,Singapore Institute of Technology,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Occupational Therapy),676
2018,Singapore Institute of Technology,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Physiotherapy),677
2018,Singapore Institute of Technology,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Radiation Therapy) **,678
2018,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Chemical Engineering,679
2018,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Electrical Engineering & Information Technology,680
2018,Singapore Institute of Technology,The Culinary Institute of America,Bachelor of Business Administration in Food Business Management,681
2018,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,682
2018,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,683
2018,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,684
2018,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems,685
2018,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,686
2018,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,687
2018,Singapore Institute of Technology,University of Glasgow,Bachelor of Science with Honours in Computing Science,688
2018,Singapore Institute of Technology,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,689
2018,Singapore Institute of Technology,Wheelock College,Bachelor of Science in Early Childhood Education,690
2018,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy,691
2018,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy (Cum Laude and above),692
2018,Singapore Management University,School of Business (4-year programme) *,Business Management,693
2018,Singapore Management University,School of Business (4-year programme) *,Business Management (Cum Laude and above),694
2018,Singapore Management University,School of Economics (4-year programme) *,Economics,695
2018,Singapore Management University,School of Economics (4-year programme) *,Economics (Cum Laude and above),696
2018,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems,697
2018,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems (Cum Laude and above),698
2018,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences,699
2018,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences (Cum Laude and above),700
2018,Singapore Management University,School of Law (4-year programme) *,Law #,701
2018,Singapore Management University,School of Law (4-year programme) *,Law (Cum Laude and above) #,702
2018,Singapore University of Social Sciences,School of Business,Bachelor of Science in Finance,703
2018,Singapore University of Social Sciences,School of Business,Bachelor of Science in Marketing,704
2018,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Product Development),705
2018,Singapore University of Technology and Design,na,Bachelor of Engineering (Information Systems Technology and Design),706
2018,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Systems and Design),707
2018,Singapore University of Technology and Design,na,Bachelor of Science (Architecture and Sustainable Design),708
2019,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy,709
2019,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy and Business,710
2019,Nanyang Technological University,College of Business (Nanyang Business School),Business,711
2019,Nanyang Technological University,College of Business (Nanyang Business School),Business and Computing ^,712
2019,Nanyang Technological University,College of Engineering,Aerospace Engineering,713
2019,Nanyang Technological University,College of Engineering,Aerospace Engineering and Economics **,714
2019,Nanyang Technological University,College of Engineering,Bioengineering,715
2019,Nanyang Technological University,College of Engineering,Business and Computer Engineering **,716
2019,Nanyang Technological University,College of Engineering,Chemical and Biomolecular Engineering,717
2019,Nanyang Technological University,College of Engineering,Chemical and Biomolecular Engineering and Economics **,718
2019,Nanyang Technological University,College of Engineering,Civil Engineering,719
2019,Nanyang Technological University,College of Engineering,Civil Engineering and Economics **,720
2019,Nanyang Technological University,College of Engineering,Computer Engineering,721
2019,Nanyang Technological University,College of Engineering,Computer Science,722
2019,Nanyang Technological University,College of Engineering,Electrical and Electronic Engineering,723
2019,Nanyang Technological University,College of Engineering,Environmental Engineering,724
2019,Nanyang Technological University,College of Engineering,Environmental Engineering and Economics **,725
2019,Nanyang Technological University,College of Engineering,Information Engineering and Media,726
2019,Nanyang Technological University,College of Engineering,Maritime Studies,727
2019,Nanyang Technological University,College of Engineering,Materials Engineering,728
2019,Nanyang Technological University,College of Engineering,Materials Engineering and Economics **,729
2019,Nanyang Technological University,College of Engineering,Mechanical Engineering,730
2019,Nanyang Technological University,College of Engineering,Mechanical Engineering and Economics **,731
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences","Art, Design & Media",732
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Chinese,733
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Communication Studies,734
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Economics,735
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",English,736
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",History,737
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Linguistics And Multilingual Studies,738
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Philosophy ^,739
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Psychology,740
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Public Policy And Global Affairs,741
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Sociology,742
2019,Nanyang Technological University,College of Sciences,Biological Sciences,743
2019,Nanyang Technological University,College of Sciences,Biomedical Sciences & Chinese Medicine # ^,744
2019,Nanyang Technological University,College of Sciences,Chemistry & Biological Chemistry,745
2019,Nanyang Technological University,College of Sciences,Environmental Earth Systems Sciences ^,746
2019,Nanyang Technological University,College of Sciences,Mathematical Sciences,747
2019,Nanyang Technological University,College of Sciences,Mathematics & Economics,748
2019,Nanyang Technological University,College of Sciences,Physics & Applied Physics,749
2019,Nanyang Technological University,Sports Science and Management,Sports Science and Management,750
2019,Nanyang Technological University,National Institute of Education (NIE),Arts (with Education),751
2019,Nanyang Technological University,National Institute of Education (NIE),Science (with Education),752
2019,Nanyang Technological University,Lee Kong Chian School of Medicine,Medicine #,753
2019,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,754
2019,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),755
2019,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,756
2019,National University of Singapore,Faculty of Dentistry,Bachelor of Dental Surgery,757
2019,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Biomedical Engineering),758
2019,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Chemical Engineering),759
2019,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Civil Engineering),760
2019,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Electrical Engineering),761
2019,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Engineering Science) ^,762
2019,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Environmental Engineering),763
2019,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),764
2019,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Materials Science and Engineering),765
2019,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Mechanical Engineering),766
2019,National University of Singapore,Faculty of Law,Bachelor of Laws #,767
2019,National University of Singapore,Faculty of Science,Bachelor of Science,768
2019,National University of Singapore,Faculty of Science,Bachelor of Science (Hons) ^,769
2019,National University of Singapore,Faculty of Science,Bachelor of Science (Computational Biology) **,770
2019,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy) #,771
2019,National University of Singapore,NUS Business School,Bachelor of Business Administration,772
2019,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),773
2019,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) ^,774
2019,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),775
2019,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),776
2019,National University of Singapore,School of Computing,Bachelor of Computing (Electronic Commerce) **,777
2019,National University of Singapore,School of Computing,Bachelor of Computing (Information Security) **,778
2019,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),779
2019,National University of Singapore,School of Computing,Bachelor of Science (Business Analytics),780
2019,National University of Singapore,School of Design & Environment,Bachelor of Arts (Architecture) #,781
2019,National University of Singapore,School of Design & Environment,Bachelor of Arts (Industrial Design) ^,782
2019,National University of Singapore,School of Design & Environment,Bachelor of Science (Project and Facilities Management),783
2019,National University of Singapore,School of Design & Environment,Bachelor of Science (Real Estate),784
2019,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Medicine and Bachelor of Surgery #,785
2019,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing),786
2019,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing) (Hons),787
2019,National University of Singapore,YST Conservatory of Music,Bachelor of Music,788
2019,National University of Singapore,Yale-NUS College,Bachelor of Arts with Honours,789
2019,National University of Singapore,Yale-NUS College,Bachelor of Science with Honours ^,790
2019,National University of Singapore,Multi-Disciplinary Programmes,Bachelor of Engineering (Computer Engineering),791
2019,National University of Singapore,Multi-Disciplinary Programmes,Bachelor of Environmental Studies,792
2019,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Arts in Game Design ^,793
2019,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Art and Animation,794
2019,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science and Game Design ^,795
2019,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,796
2019,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Accountancy with Honours,797
2019,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Information Security),798
2019,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Software Engineering),799
2019,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Pharmaceutical Engineering,800
2019,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Building Services),801
2019,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Land),802
2019,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Telematics (Intelligent Transportation Systems Engineering),803
2019,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Hospitality Business with Honours,804
2019,Singapore Institute of Technology,SIT-DigiPen Institute of Technology,Bachelor of Engineering in Systems Engineering (ElectroMechanical Systems) ^,805
2019,Singapore Institute of Technology,SIT-Massey University,Bachelor of Food Technology with Honours,806
2019,Singapore Institute of Technology,SIT-Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,807
2019,Singapore Institute of Technology,SIT-Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering ^,808
2019,Singapore Institute of Technology,SIT-Newcastle University,Bachelor of Engineering with Honours in Marine Engineering ^,809
2019,Singapore Institute of Technology,SIT-Newcastle University,Bachelor of Engineering with Honours in Mechanical Design and Manufacturing Engineering ^,810
2019,Singapore Institute of Technology,SIT-Newcastle University,Bachelor of Engineering with Honours in Naval Architecture **,811
2019,Singapore Institute of Technology,SIT-Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering **,812
2019,Singapore Institute of Technology,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Diagnostic Radiography) **,813
2019,Singapore Institute of Technology,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Occupational Therapy),814
2019,Singapore Institute of Technology,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Physiotherapy),815
2019,Singapore Institute of Technology,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Radiation Therapy) **,816
2019,Singapore Institute of Technology,SIT-University of Glasgow,Bachelor of Science with Honours in Nursing,817
2019,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Chemical Engineering,818
2019,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Electrical Engineering & Information Technology **,819
2019,Singapore Institute of Technology,The Culinary Institute of America,Bachelor of Business Administration in Food Business Management ^,820
2019,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,821
2019,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,822
2019,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,823
2019,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems,824
2019,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,825
2019,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,826
2019,Singapore Institute of Technology,University of Glasgow,Bachelor of Science with Honours in Computing Science,827
2019,Singapore Institute of Technology,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,828
2019,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy,829
2019,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy (Cum Laude and above),830
2019,Singapore Management University,School of Business (4-year programme) *,Business Management,831
2019,Singapore Management University,School of Business (4-year programme) *,Business Management (Cum Laude and above),832
2019,Singapore Management University,School of Economics (4-year programme) *,Economics,833
2019,Singapore Management University,School of Economics (4-year programme) *,Economics (Cum Laude and above),834
2019,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems,835
2019,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems (Cum Laude and above),836
2019,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences,837
2019,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences (Cum Laude and above),838
2019,Singapore Management University,School of Law (4-year programme) *,Law #,839
2019,Singapore Management University,School of Law (4-year programme) *,Law (Cum Laude and above) #,840
2019,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Human Resource Management,841
2019,Singapore University of Social Sciences,School of Business,Bachelor of Accountancy,842
2019,Singapore University of Social Sciences,School of Business,Bachelor of Science in Finance,843
2019,Singapore University of Social Sciences,School of Business,Bachelor of Science in Marketing,844
2019,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Product Development),845
2019,Singapore University of Technology and Design,na,Bachelor of Engineering (Information Systems Technology and Design),846
2019,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Systems and Design),847
2019,Singapore University of Technology and Design,na,Bachelor of Science (Architecture and Sustainable Design),848
2020,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy,849
2020,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy and Business,850
2020,Nanyang Technological University,College of Business (Nanyang Business School),Business,851
2020,Nanyang Technological University,College of Business (Nanyang Business School),Double Degree in Business and Computer Engineering/Computing,852
2020,Nanyang Technological University,College of Engineering,Aerospace Engineering,853
2020,Nanyang Technological University,College of Engineering,Bioengineering,854
2020,Nanyang Technological University,College of Engineering,Chemical and Biomolecular Engineering,855
2020,Nanyang Technological University,College of Engineering,Civil Engineering,856
2020,Nanyang Technological University,College of Engineering,Computer Engineering,857
2020,Nanyang Technological University,College of Engineering,Computer Science,858
2020,Nanyang Technological University,College of Engineering,Double Degree in Engineering and Economics ^,859
2020,Nanyang Technological University,College of Engineering,Electrical and Electronic Engineering,860
2020,Nanyang Technological University,College of Engineering,Environmental Engineering,861
2020,Nanyang Technological University,College of Engineering,Information Engineering and Media,862
2020,Nanyang Technological University,College of Engineering,Maritime Studies,863
2020,Nanyang Technological University,College of Engineering,Materials Engineering,864
2020,Nanyang Technological University,College of Engineering,Mechanical Engineering,865
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences","Art, Design and Media",866
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Chinese,867
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Communication Studies,868
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Economics,869
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",English,870
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",History,871
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Inter-Disciplinary Double Major ^,872
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Linguistics and Multilingual Studies,873
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Philosophy,874
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Psychology,875
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Public Policy and Global Affairs,876
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Sociology,877
2020,Nanyang Technological University,College of Science,Biological Sciences,878
2020,Nanyang Technological University,College of Science,Biomedical Sciences and Chinese Medicine # ^,879
2020,Nanyang Technological University,College of Science,Chemistry and Biological Chemistry,880
2020,Nanyang Technological University,College of Science,Environmental Earth Systems Sciences ^,881
2020,Nanyang Technological University,College of Science,Mathematical Sciences,882
2020,Nanyang Technological University,College of Science,Mathematics and Economics,883
2020,Nanyang Technological University,College of Science,Physics and Applied Physics,884
2020,Nanyang Technological University,Sports Science and Management,Sports Science and Management,885
2020,Nanyang Technological University,National Institute of Education (NIE),Arts (with Education),886
2020,Nanyang Technological University,National Institute of Education (NIE),Science (with Education),887
2020,Nanyang Technological University,Lee Kong Chian School of Medicine,Medicine #,888
2020,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,889
2020,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),890
2020,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,891
2020,National University of Singapore,Faculty of Dentistry,Bachelor of Dental Surgery,892
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Biomedical Engineering),893
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Chemical Engineering),894
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Civil Engineering),895
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Electrical Engineering),896
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Engineering Science) ^,897
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Environmental Engineering),898
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),899
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Materials Science and Engineering),900
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Mechanical Engineering),901
2020,National University of Singapore,Faculty of Law,Bachelor of Laws #,902
2020,National University of Singapore,Faculty of Science,Bachelor of Science,903
2020,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),904
2020,National University of Singapore,Faculty of Science,Bachelor of Science (Computational Biology) ^,905
2020,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy) #,906
2020,National University of Singapore,Faculty of Science,Bachelor of Science (Data Science and Analytics) ^,907
2020,National University of Singapore,NUS Business School,Bachelor of Business Administration ^,908
2020,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),909
2020,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) ^,910
2020,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),911
2020,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),912
2020,National University of Singapore,School of Computing,Bachelor of Computing (Information Security) ^,913
2020,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),914
2020,National University of Singapore,School of Computing,Bachelor of Science (Business Analytics),915
2020,National University of Singapore,School of Design & Environment,Bachelor of Arts (Architecture),916
2020,National University of Singapore,School of Design & Environment,Bachelor of Arts (Industrial Design) ^,917
2020,National University of Singapore,School of Design & Environment,Bachelor of Science (Project and Facilities Management),918
2020,National University of Singapore,School of Design & Environment,Bachelor of Science (Real Estate),919
2020,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Medicine and Bachelor of Surgery #,920
2020,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing),921
2020,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing) (Hons),922
2020,National University of Singapore,YST Conservatory of Music,Bachelor of Music,923
2020,National University of Singapore,Yale-NUS College,Bachelor of Science with Honours ^,924
2020,National University of Singapore,Multi-Disciplinary Programmes,Bachelor of Engineering (Computer Engineering),925
2020,National University of Singapore,Multi-Disciplinary Programmes,Bachelor of Environmental Studies,926
2020,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Arts in Game Design ^,927
2020,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Art and Animation,928
2020,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science and Game Design,929
2020,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,930
2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Accountancy with Honours,931
2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Information Security),932
2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Software Engineering),933
2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Pharmaceutical Engineering,934
2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Building Services),935
2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Land),936
2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Telematics (Intelligent Transportation Systems Engineering),937
2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Hospitality Business with Honours,938
2020,Singapore Institute of Technology,SIT- DigiPen Institute of Technology,Bachelor of Engineering with Honours in Systems Engineering (ElectroMechanical Systems),939
2020,Singapore Institute of Technology,SIT- Massey University,Bachelor of Food Technology with Honours,940
2020,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,941
2020,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering,942
2020,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Marine Engineering ^,943
2020,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Mechanical Design and Manufacturing Engineering,944
2020,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Naval Architecture ^,945
2020,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering ^,946
2020,Singapore Institute of Technology,SIT / SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Diagnostic Radiography),947
2020,Singapore Institute of Technology,SIT / SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Occupational Therapy),948
2020,Singapore Institute of Technology,SIT / SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Physiotherapy),949
2020,Singapore Institute of Technology,SIT / SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Radiation Therapy) ^,950
2020,Singapore Institute of Technology,SIT-University of Glasgow,Bachelor of Engineering with Honours in Civil Engineering,951
2020,Singapore Institute of Technology,SIT-University of Glasgow,Bachelor of Science with Honours in Nursing,952
2020,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Chemical Engineering,953
2020,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Electrical Engineering & Information Technology,954
2020,Singapore Institute of Technology,The Culinary Institute of America,Bachelor of Business Administration in Food Business Management,955
2020,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,956
2020,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,957
2020,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,958
2020,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems ^,959
2020,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,960
2020,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,961
2020,Singapore Institute of Technology,University of Glasgow,Bachelor of Science with Honours in Computing Science,962
2020,Singapore Institute of Technology,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,963
2020,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy,964
2020,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy (Cum Laude and above),965
2020,Singapore Management University,School of Business (4-year programme) *,Business Management,966
2020,Singapore Management University,School of Business (4-year programme) *,Business Management (Cum Laude and above),967
2020,Singapore Management University,School of Economics (4-year programme) *,Economics,968
2020,Singapore Management University,School of Economics (4-year programme) *,Economics (Cum Laude and above),969
2020,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems,970
2020,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems (Cum Laude and above),971
2020,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences,972
2020,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences (Cum Laude and above),973
2020,Singapore Management University,School of Law (4-year programme) *,Law #,974
2020,Singapore Management University,School of Law (4-year programme) *,Law (Cum Laude and above) #,975
2020,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Early Childhood Education ^,976
2020,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Human Resource Management,977
2020,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Social Work,978
2020,Singapore University of Social Sciences,School of Business,Bachelor of Accountancy,979
2020,Singapore University of Social Sciences,School of Business,Bachelor of Science in Finance ^,980
2020,Singapore University of Social Sciences,School of Business,Bachelor of Science in Marketing,981
2020,Singapore University of Social Sciences,School of Business,Bachelor of Science in Supply Chain Management ^,982
2020,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Product Development),983
2020,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Systems and Design),984
2020,Singapore University of Technology and Design,na,Bachelor of Engineering (Information Systems Technology and Design),985
2020,Singapore University of Technology and Design,na,Bachelor of Science (Architecture and Sustainable Design),986
2021,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy,987
